2110032	公共図書館(都道府県立) (21)	2004	宮城県図書館 / 宮城県	ミヤギケントショカン	981-3205 宮城県 仙台市泉区 紫山1-1-1	022-377-8441	022-377-8499	JP-1000257
2210011	公共図書館(政令都市立) (22)	2004	仙台市民図書館 / 仙台市民	センダイシミントショカン	980-0821 宮城県 仙台市青葉区 春日町2番1号	022-261-1585		JP-1000258
2300047	公共図書館(市立) (23)	2016	名取市図書館 / 名取市	ナトリシトショカン	981-1224 宮城県 名取市 増田一丁目7-37	022-382-5437		JP-1000277
2300086	公共図書館(市立) (23)	2018	多賀城市立図書館 / 多賀城市立	タガジョウシリツトショカン	985-0873 宮城県 多賀城市 中央2丁目4-3　多賀城駅北ビル Ａ棟	022-368-6226		JP-1000279
2300087	公共図書館(市立) (23)	2018	東松島市図書館 / 東松島市	ヒガシマツシマシトショカン	981-0503 宮城県 東松島市 矢本字大溜1-1	0225-82-1120		JP-1000286
2300096	公共図書館(市立) (23)	2019	気仙沼市本吉図書館 / 気仙沼市本吉	ケセンヌマシモトヨシトショカン	988-0381 宮城県 気仙沼市 本吉町津谷新明戸136	0226-42-4785		JP-1000275
2310128	公共図書館(市立) (23)	2005	塩竈市民図書館 / 塩竈市民	シオガマシミントショカン	985-0052 宮城県 塩竈市 本町1-1	022-365-4343		JP-1000272
2310259	公共図書館(市立) (23)	2010	栗原市立図書館 / 栗原市立	クリハラシリツトショカン	987-2252 宮城県 栗原市 築館薬師三丁目3番1号	0228-21-1403		JP-1000285
2400012	公共図書館(町村立) (24)	2016	美里町小牛田図書館 / 美里町小牛田	ミサトマチコゴタトショカン	987-0005 宮城県 遠田郡美里町 北浦字待江98	0229-33-3030		JP-1000295
3110014	大学図書館(国立大学) (31)	2004	東北大学附属図書館 / 東北大学	トウホク　ダイガク　フゾク　トショカン	980-8576 宮城県 仙台市青葉区 川内27-1	022-795-5933		JP-1003263
5100010	学校図書館（高等学校） (51)	2015	宮城県白石高等学校図書館 / 宮城県白石高校図書館	ミヤギケンシロイシコウトウガッコウトショカン	989-0247 宮城県 白石市 八幡町9番10号	0224-25-3154		
2110003	公共図書館(都道府県立) (21)	2004	秋田県立図書館 / 秋田県立	アキタケンリツトショカン	010-0952 秋田県 秋田市 山王新町14-31	018-866-8400		JP-1000298
2300031	公共図書館(市立) (23)	2015	由利本荘市岩城図書館 / 由利本荘市岩城	ユリホンジョウシイワキトショカン	018-1301 秋田県 由利本荘市 岩城内道川水呑場27番地1	0184-73-3673		JP-1000324
2310022	公共図書館(市立) (23)	2004	能代市立図書館 / 能代市立	ノシロシリツトショカン	016-0842 秋田県 能代市 追分町4-26	0185-54-1114		JP-1000305
2310025	公共図書館(市立) (23)	2004	秋田市立中央図書館明徳館 / 秋田市立中央	アキタシリツチュウオウトショカンメイトクカン	010-0875 秋田県 秋田市 千秋明徳町4-4	018-832-9220		JP-1005326
2310109	公共図書館(市立) (23)	2005	湯沢市立湯沢図書館 / 湯沢市立湯沢	ユザワシリツユザワトショカン	012-0842 秋田県 湯沢市 字内館町27番地	0183-73-3040		JP-1000319
2310130	公共図書館(市立) (23)	2005	大館市立中央図書館 / 大館中央	オオダテシリツチュウオウトショカン	017-0827 秋田県 大館市 字谷地町13番地	0186-42-2525		JP-1000314
2310154	公共図書館(市立) (23)	2005	仙北市総合情報センター・学習資料館 / 仙北市学習資料館	センボクシソウゴウジョウホウセンター・ガクシュウシリョウカン	014-0311 秋田県 仙北市 角館町田町上丁2３	0187-4３-3333		JP-1000341
2310155	公共図書館(市立) (23)	2005	男鹿市立図書館 / 男鹿市立	オガシリツトショカン	010-0511 秋田県 男鹿市 船川港船川字外ヶ沢126-1	0185-23-2552		JP-1000318
2310157	公共図書館(市立) (23)	2005	鹿角市立花輪図書館 / 鹿角市立花輪	カヅノシリツハナワトショカン	018-5201 秋田県 鹿角市 花輪字中花輪114-2	0186-23-4471		JP-1000321
2310159	公共図書館(市立) (23)	2005	大仙市立大曲図書館 / 大仙市立大曲	ダイセンシリツオオマガリトショカン	014-0062 秋田県 大仙市 大曲上栄町2番16号	0187-62-1012		JP-1000329
2310171	公共図書館(市立) (23)	2006	由利本荘市中央図書館 / 由利本荘市中央	ユリホンジョウシチュウオウトショカン	015-0076 秋田県 由利本荘市 東町15番地	0184-22-4900		JP-1000323
2310218	公共図書館(市立) (23)	2009	秋田県鹿角市立立山文庫継承　十和田図書館 / 鹿角市立十和田	アキタケンカヅノシリツタテヤマブンコケイショウ　トワダトショカン	018-5334 秋田県 鹿角市 十和田毛馬内字上陣場１９－８	0186-35-3239		JP-1000322
2310262	公共図書館(市立) (23)	2011	横手市立図書館 / 横手市	ヨコテシリツトショカン	013-0516 秋田県 横手市 大森町字東中島141-2	0182-56-4180		JP-1000306,JP-1000307,JP-1000308,JP-1000309,JP-1000310,JP-1000311,JP-1000312,JP-1000313
2400010	公共図書館(町村立) (24)	2015	八郎潟町立図書館 / 八郎潟町	ハチロウガタチョウリツトショカン	018-1614 秋田県 南秋田郡八郎潟町字中田 67-4	018-827-5601		JP-1000344
3100003	大学図書館(国立大学) (31)	2014	秋田大学附属図書館 / 秋田大学	アキタダイガクフゾクトショカン	010-8502 秋田県 秋田市 手形学園町1-1	018-889-2279		JP-1003280
3210003	大学図書館(公立大学) (32)	2004	秋田県立大学図書・情報センター（本荘キャンパス） / 秋田県立大学	アキタケンリツダイガクトショジョウホウセンター	015-0055 秋田県 由利本荘市 土谷字海老ノ口84-4	0184-27-2049		JP-1003538,JP-1003539,JP-1003540
5100001	学校図書館（高等学校） (51)	2013	秋田県立秋田西高等学校 / 秋田西高等学校	アキタケンリツアキタニシコウトウガッコウ	010-0101 秋田県 潟上市 天王字追分西26-1	018-873-5251		
2110039	公共図書館(都道府県立) (21)	2004	山形県立図書館 / 山形県立	ヤマガタケンリツトショカン	990-0041 山形県 山形市 緑町一丁目2番36号	023-631-2523		JP-1000347
2310028	公共図書館(市立) (23)	2004	酒田市立図書館 / 酒田市立	サカタシリツトショカン	998-0034 山形県 酒田市 中央西町2-59	0234-24-2996		JP-1000360,JP-1000361
2310132	公共図書館(市立) (23)	2005	市立米沢図書館 / 市立米沢	シリツヨネザワトショカン	992-0045 山形県 米沢市 中央1-10-6	0238-26-3010		JP-1000353
2310136	公共図書館(市立) (23)	2005	鶴岡市立図書館 / 鶴岡市立	ツルオカシリツトショカン	997-0036 山形県 鶴岡市 家中新町14-7	0235-25-2525		JP-1000354
2110004	公共図書館(都道府県立) (21)	2004	福島県立図書館 / 福島県立	フクシマケンリツトショカン	960-8003 福島県 福島市 森合字西養山１番地	024-535-3218		JP-1000380
2310140	公共図書館(市立) (23)	2005	いわき市立いわき総合図書館 / いわき市立総合図書館	イワキシリツイワキソウゴウトショカン	970-8026 福島県 いわき市 平字田町120番地	0246-22-5552		JP-1000397
2310231	公共図書館(市立) (23)	2010	会津若松市立会津図書館 / 会津若松市立会津	アイヅワカマツシリツアイヅトショカン	965-0871 福島県 会津若松市 栄町３番５０号	0242-22-4711		JP-1000384
3300030	大学図書館(私立大学) (33)	2019	福島学院大学図書館情報センター / 福島学院大学 宮代図書館　　　　　　駅前図書室	フクシマガクインダイガクトショカンジョウホウセンター	960-8505 福島県 福島市 宮代乳児池１－１	024-553-2087 024-515-3530		JP-1003722
4110010	専門図書館(国公立) (41)	2006	福島県青少年育成・男女共生推進機構　福島県男女共生センター / 福島県男女共生	フクシマケンセイショウネンイクセイ・ダンジョキョウセイスイシンキコウ　フクシマケンダンジョキョウセイセンター	964-0904 福島県 二本松市 郭内1丁目196-1	0243-23-8308		JP-1005245
1430002	国立国会図書館(支部図書館) (14)	2004	国立国会図書館支部農林水産省図書館農林水産技術会議事務局つくば分館 / 支部農水省つくば分館	コクリツコッカイトショカンシブノウリンスイサンショウトショカンツクバブンカン	305-8601 茨城県 つくば市 観音台2-1-9	029-838-7284		JP-1004928
2110017	公共図書館(都道府県立) (21)	2004	茨城県立図書館 / 茨城県立	イバラキケンリツトショカン	310-0011 茨城県 水戸市 三の丸１－５－３８	029-221-556９ （代表）	029-221-556８ （レファレンス）	JP-1000440
2300024	公共図書館(市立) (23)	2015	神栖市立中央図書館 / 神栖市立中央	カミスシリツチュウオウトショカン	314-0144 茨城県 神栖市大野原 4-8-1	0299-92-3746		JP-1000484
2300063	公共図書館(市立) (23)	2016	ひたちなか市立中央図書館 / ひたちなか市	ヒタチナカシリツチュウオウトショカン	312-0044 茨城県 ひたちなか市元町 5番3号	029-273-2247		JP-1000470
2300076	公共図書館(市立) (23)	2017	常総市立図書館 / 常総市立	ジョウソウシリツトショカン	303-0034 茨城県 常総市水海道天満町 1606	0297-23-5556		JP-1000457
2300099	公共図書館(市立) (23)	2019	筑西市立図書館 / 筑西市立図書館	チクセイシリツトショカン	308-0826 茨城県 筑西市 下岡崎1丁目1－11	0296-24-3530		JP-1000477
2310059	公共図書館(市立) (23)	2004	牛久市立中央図書館 / 牛久市立中央図書館	ウシクシリツチュウオウトショカン	300-1211 茨城県 牛久市 柏田町3304-1	029-871-1400		JP-1000466
2310096	公共図書館(市立) (23)	2005	守谷中央図書館 / 守谷中央	モリヤチュウオウトショカン	302-0116 茨城県 守谷市 大柏937-2	0297-45-1000		JP-1000474
2310133	公共図書館(市立) (23)	2005	ゆうき図書館 / ゆうき	ユウキトショカン	307-0051 茨城県 結城市 国府町1-1-1	0296-34-0150		JP-1000454
2310137	公共図書館(市立) (23)	2005	水戸市立中央図書館 / 水戸市立中央	ミトシリツチュウオウトショカン	310-0062 茨城県 水戸市 大町3-3-20	029-226-3951		JP-1000441
2310235	公共図書館(市立) (23)	2010	取手市立図書館 / 取手市	トリデシリツトショカン	300-1512 茨城県 取手市 藤代４１５番地	0297-70-8181		JP-1000464,JP-1000465
2310250	公共図書館(市立) (23)	2010	つくばみらい市立図書館 / つくばみらい市立	ツクバミライシリツトショカン	300-2341 茨城県 つくばみらい市 福田623番地	0297-58-3710		JP-1000488
2310289	公共図書館(市立) (23)	2012	土浦市立図書館 / 土浦市	ツチウラシリツトショカン	300-0045 茨城県 土浦市 文京町9-2	029-823-4646		JP-1000450
3210012	大学図書館(公立大学) (32)	2010	茨城県立医療大学附属図書館 / 茨城県立医療大	イバラキケンリツイリョウダイガクフゾクトショカン	300-0394 茨城県 稲敷郡阿見町 阿見4669-2	029-840-2876		JP-1003546
5400006	学校図書館（その他） (54)	2016	牛久市立学校図書館 / 牛久市立学校図	ウシクシリツガッコウトショカン	300-1203 茨城県 牛久市 下根町829（牛久市立下根中学校）	029-873-6153		
5000004	アーカイブズ (90)	2011	茨城県立歴史館（閲覧室） / 茨城県立歴史館	イバラキケンリツレキシカン	310-0034 茨城県 水戸市 緑町2-1-15	029-225-4425		
2110002	公共図書館(都道府県立) (21)	2004	栃木県立図書館 / 栃木県立	トチギケンリツトショカン	320-0027 栃木県 宇都宮市 塙田1-3-23	028-622-5112	028-622-5111	JP-1000498
2110030	公共図書館(市立) (23)	2004	足利市立図書館 / 足利	アシカガシリツトショカン	326-0801 栃木県 足利市 有楽町８３２	0284-41-8881		JP-1000499
2310004	公共図書館(市立) (23)	2004	那須塩原市黒磯図書館 / 那須塩原市黒磯	ナスシオバラシクロイソトショカン	325-0061 栃木県 那須塩原市 末広町53番地４３	0287-63-9031		JP-1000524
2310012	公共図書館(市立) (23)	2004	大田原市立大田原図書館 / 大田原市立	オオタワラシリツオオタワラトショカン	324-0041 栃木県 大田原市 本町１丁目２７１６－５	0287-23-4560		JP-1000521
2310088	公共図書館(市立) (23)	2004	小山市立中央図書館 / 小山市立中央	オヤマシリツチュウオウトショカン	323-0807 栃木県 小山市 城東1-19-40	0285-21-0750		JP-1000517
2310280	公共図書館(市立) (23)	2011	宇都宮市立図書館 / 宇都宮市立	ウツノミヤシリツトショカン	320-0845 栃木県 宇都宮市 明保野町７番５７ （中央図書館）	028-636-0231		JP-1000500,JP-1000501,JP-1004941,JP-1000502,JP-1000503
2400016	公共図書館(町村立) (24)	2017	市貝町立図書館 / 市貝町	イチカイチョウリツトショカン	321-3423 栃木県 芳賀郡市貝町市橋 147	0285-68-4380		JP-1000535
3310079	大学図書館(私立大学) (33)	2011	文星芸術大学・宇都宮文星短期大学図書館 / 文星芸大	ブンセイゲイジュツ・ウツノミヤブンセイタンキダイガクトショカン	320-0058 栃木県 宇都宮市 上戸祭4-8-15	028-625-3736 図書館直通		JP-1003738
2400006	アーカイブズ (90)	2013	芳賀町総合情報館 / 芳賀町総合情報館	ハガマチソウゴウジョウホウカン	321-3307 栃木県 芳賀郡芳賀町 祖母井南1丁目1番地1	028-677-2525		JP-1000536
2110008	公共図書館(都道府県立) (21)	2004	群馬県立図書館 / 群馬県立	グンマケンリツトショカン	371-0017 群馬県 前橋市 日吉町1-9-1	027-231-3008		JP-1000545
2300073	公共図書館(市立) (23)	2017	伊勢崎市図書館 / 伊勢崎市	イセサキシトショカン	372-0055 群馬県 伊勢崎市 曲輪町22-21	0270-23-2346		JP-1000569
2300074	公共図書館(市立) (23)	2017	前橋市立図書館 / 前橋市	マエバシシリツトショカン	371-0026 群馬県 前橋市 大手町二丁目12番9号	027-224-4311 027-224-4311		JP-1000546
2310031	公共図書館(市立) (23)	2004	高崎市立中央図書館 / 高崎市立	タカサキシリツトショカン	370-0829 群馬県 高崎市 高松町5-28	027-322-7919		JP-1000561,JP-1000562,JP-1000563,JP-1000564,JP-1000565,JP-1000566
2310037	公共図書館(市立) (23)	2004	館林市立図書館 / 館林市立	タテバヤシシリツトショカン	374-0018 群馬県 館林市 城町3-1	0276-74-2346		JP-1000578
2310056	公共図書館(市立) (23)	2004	桐生市立図書館 / 桐生市立	キリュウシリツトショカン	376-0022 群馬県 桐生市 稲荷町1番地の４	0277-47-4341		JP-1000567
2310103	公共図書館(市立) (23)	2005	沼田市立図書館 / 沼田市立	ヌマタシリツトショカン	378-0042 群馬県 沼田市 西倉内町821-1	0278-22-0550		JP-1000577
2310241	公共図書館(市立) (23)	2010	太田市立尾島図書館 / 太田市立尾島	オオタシリツオジマトショカン	370-0411 群馬県 太田市 亀岡町63-1	0276-60-7288		JP-1000574
3110004	大学図書館(国立大学) (31)	2004	群馬大学総合情報メディアセンター図書館 / 群馬大学	グンマダイガク　ソウゴウジョウホウメディアセンター　トショカン	371-8510 群馬県 前橋市 荒牧町4-2番地	027‐220‐7180	027-220-7180	JP-1003299
3210013	大学図書館(公立大学) (32)	2010	高崎経済大学附属図書館 / 高崎経済大学	タカサキケイザイダイガクフゾクトショカン	370-0801 群馬県 高崎市 上並榎町1300番地	027-344-6266		JP-1003547
2110009	公共図書館(都道府県立) (21)	2004	埼玉県立久喜図書館 / 埼玉県立	サイタマケンリツクキトショカン	346-8506 埼玉県 久喜市 下早見85-5	0480-21-2659		JP-1000598,JP-1000599
2210012	公共図書館(政令都市立) (22)	2004	さいたま市立中央図書館 / さいたま市立中央	サイタマシリツチュウオウトショカン	330-0055 埼玉県 さいたま市浦和区 東高砂町11-1	048-871-2100		JP-1000621
2300009	公共図書館(市立) (23)	2013	志木市立柳瀬川図書館 / 柳瀬川図書館	シキシリツヤナセガワトショカン	353-0006 埼玉県 志木市 館2-6-14	048-487-2004		JP-1000695
2300010	公共図書館(市立) (23)	2013	志木市立いろは遊学図書館 / いろは遊学図書館	シキシリツイロハユウガクトショカン	353-0004 埼玉県 志木市 本町1-10-1	048-471-1478		JP-1000696
2300012	公共図書館(市立) (23)	2014	飯能市立図書館 / 飯能市立	ハンノウシリツトショカン	357-0031 埼玉県 飯能市 山手町19-5	042-972-2114		JP-1000644
2300049	公共図書館(市立) (23)	2016	越谷市立図書館 / 越谷市	コシガヤシリツトショカン	343-0023 埼玉県 越谷市 東越谷四丁目9番地1	048-965-2655		JP-1000678
2300051	公共図書館(市立) (23)	2016	上尾市図書館 / 上尾市	アゲオシトショカン	362-0037 埼玉県 上尾市 上町一丁目7-1	048-773-8521		JP-1000668
2300060	公共図書館(市立) (23)	2016	和光市図書館 / 和光市	ワコウシトショカン	351-0114 埼玉県 和光市 本町31-1	048-463-8723		JP-1000697
2310011	公共図書館(市立) (23)	2004	富士見市立中央図書館 / 富士見市立中央	フジミシリツチュウオウトショカン	354-0021 埼玉県 富士見市 鶴馬1873-1	049-252-5825		JP-1000709
2310021	公共図書館(市立) (23)	2004	ふじみ野市立上福岡図書館 / ふじみ野市立上福岡	フジミノシリツカミフクオカトショカン	356-0017 埼玉県 ふじみ野市 上野台3丁目3番1号	049-262-3710		JP-1000729
2310040	公共図書館(市立) (23)	2004	熊谷市立熊谷図書館 / 熊谷市立	クマガヤシリツクマガヤトショカン	360-0036 埼玉県 熊谷市 桜木町2-33-2	048-525-4551		JP-1000627
2310041	公共図書館(市立) (23)	2004	狭山市立中央図書館 / 狭山市立中央	サヤマシリツチュウオウトショカン	350-1305 埼玉県 狭山市 入間川 2-2-25	04-2954-4646		JP-1000658
2310048	公共図書館(市立) (23)	2004	春日部市立中央図書館 / 春日部市立中央	カスカベシリツチュウオウトショカン	344-0062 埼玉県 春日部市 粕壁東2-8-61	048-761-5911		JP-1000656
2310066	公共図書館(市立) (23)	2004	草加市立中央図書館 / 草加市立中央	ソウカシリツチュウオウトショカン	340-0041 埼玉県 草加市 松原1丁目1番9号	048-946-3000	000-000-000 test	JP-1000677
2310095	公共図書館(市立) (23)	2005	朝霞市立図書館 / 朝霞市立	アサカシリツトショカン	351-0016 埼玉県 朝霞市 青葉台1-7-26	048-466-8686	048-466-8108	JP-1000693
2310110	公共図書館(市立) (23)	2005	所沢市立所沢図書館 / 所沢市立本館	トコロザワシリツトコロザワトショカン	359-0042 埼玉県 所沢市 並木1丁目13番地	04-2995-6311		JP-1000639
2310114	公共図書館(市立) (23)	2005	鶴ヶ島市立中央図書館 / 鶴ヶ島市立中央	ツルガシマシリツチュウオウトショカン	350-2223 埼玉県 鶴ヶ島市 高倉1247-1	049-271-3001		JP-1000725
2310121	公共図書館(市立) (23)	2005	川口市立中央図書館 / 川口市立中央	カワグチシリツチュウオウトショカン	332-0015 埼玉県 川口市 川口1-1-1	048-227-7611		JP-1000631
2310144	公共図書館(市立) (23)	2005	坂戸市立図書館 / 坂戸市立	サカドシリツトショカン	350-0227 埼玉県 坂戸市 仲町1番23号	049-281-6369		JP-1000716,JP-1000717,JP-1000718
2310292	公共図書館(市立) (23)	2012	川越市立中央図書館 / 川越市	カワゴエシリツチュウオウトショカン	350-0054 埼玉県 川越市 三久保町2-9	049-222-0559		JP-1000623
2410014	公共図書館(町村立) (24)	2004	小川町立図書館 / 小川町立	オガワチョウリツトショカン	355-0328 埼玉県 比企郡小川町 大塚 99-1	0493-72-5965		JP-1000738
2410034	公共図書館(町村立) (24)	2005	知識の森嵐山町立図書館 / 知識の森嵐山	チシキノモリランザンチョウリツトショカン	355-0216 埼玉県 比企郡嵐山町 むさし台3丁目10番地10	0493-62-6989		JP-1000737
3110023	大学図書館(国立大学) (31)	2004	埼玉大学図書館 / 埼玉大学	サイタマダイガクトショカン	338-8570 埼玉県 さいたま市桜区 下大久保255	048-858-3668		JP-1003302
3300024	大学図書館(私立大学) (33)	2018	大東文化大学図書館 / 大東文化大学	ダイトウブンカダイガクトショカン	355-8501 埼玉県 東松山市 岩殿560	0493-31-1532		JP-1003917
3310006	大学図書館(私立大学) (33)	2004	文教大学越谷図書館 / 文教大学越谷	ブンキョウダイガクコシガヤトショカン	343-8511 埼玉県 越谷市 南荻島3337	048-974-8811		JP-1003766
3310066	大学図書館(私立大学) (33)	2008	聖学院大学総合図書館 / 聖学院大学	セイガクインダイガクソウゴウトショカン	362-8585 埼玉県 上尾市 戸崎1－1	048-725-5461		JP-1003771
3310093	大学図書館(私立大学) (33)	2013	城西大学水田記念図書館 / 城西大	ジョウサイダイガクミズタキネントショカン	350-0295 埼玉県 坂戸市 けやき台1-1	049-271-7737		JP-1003762
4110005	専門図書館(国公立) (41)	2004	国立女性教育会館女性教育情報センター / 国立女性教育会館	コクリツジョセイキョウイクカイカンジョセイキョウイクジョウホウセンター	355-0292 埼玉県 比企郡嵐山町 菅谷728番地	0493-62-6195		JP-1005007
